eplenmean,eprewmean,fps,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
84.9,9.3,6404,0.7799356132745743,1525,390400,5.116485965438187,49971200
