eplenmean,eprewmean,fps,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
147.24074074074073,6.685185,8445,0.31458765268325806,1525,390400,3.8798525501042604,49971200
