eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/total_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
79.37,1.07,2111,0.00028449102,0.0,2.7077723,-0.00030587817,0.32851446,0.7117961,-0.010450482368469238,1,256,15.517565086483955,32768
82.31,0.92,3018,0.00054823555,0.0,2.7061512,-0.00071694585,0.072209395,0.19997568,0.01983743906021118,2,512,26.376782227307558,65536
81.46,0.91,3100,0.0031795206,0.0132039385,2.6960828,-0.0016821944,0.05937037,0.17602678,0.019398629665374756,3,768,36.94678680971265,98304
81.06,1.07,3075,0.004301404,0.015808105,2.6692448,-0.001567972,0.05978912,0.1760991,0.03333777189254761,4,1024,47.6036496385932,131072
85.94,1.07,3116,0.0026120145,0.008351644,2.6431222,-0.0013836498,0.08169069,0.21901111,0.028389453887939453,5,1280,58.11717085540295,163840
91.33,1.18,3051,0.0034803918,0.013966878,2.6337903,-0.0017201952,0.06860546,0.19332713,0.03876042366027832,6,1536,68.85838593915105,196608
90.8,1.39,3042,0.0031799146,0.01272583,2.6113951,-0.0011506787,0.06961105,0.19375134,0.08784526586532593,7,1792,79.62847525626421,229376
