eplenmean,eprewmean,fps,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
135.2112676056338,5.0140843,6682,0.44648098945617676,1220,312320,4.903491041040979,39976960
