eplenmean,eprewmean,fps,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
147.14814814814815,4.987654,6899,0.5633126199245453,1220,312320,4.7492081839591265,39976960
