eplenmean,eprewmean,fps,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
154.48979591836735,6.102041,8343,0.3777528405189514,1525,390400,3.9271418461576104,49971200
