eplenmean,eprewmean,fps,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
136.28947368421052,5.0394735,7263,0.5084724426269531,1525,390400,4.511618490039837,49971200
