eplenmean,eprewmean,fps,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
139.0340909090909,5.3522725,7159,0.486447274684906,1220,312320,4.5769623019732535,39976960
