eplenmean,eprewmean,fps,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
83.95,8.2,5568,0.8799773082137108,1525,390400,5.88450903800549,49971200
