eplenmean,eprewmean,fps,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
78.65,8.9,5187,0.7878028303384781,1525,390400,6.316914454102516,49971200
