eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/total_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
151.23529411764707,1.4705882,1749,0.00025982712,0.0,2.7078047,-6.940844e-05,0.04639107,0.14707707,0.015821397304534912,1,256,18.7299645668827,32768
249.2987012987013,2.4675324,2420,0.0006436158,0.0,2.706372,-0.0005566879,0.053638246,0.16251734,0.026266753673553467,2,512,32.40246514300816,65536
434.55,3.7,2433,0.004093463,0.028666178,2.6954534,-0.0017585453,0.13040616,0.31823847,0.058965444564819336,3,768,45.8702770289965,98304
497.01,3.3,2428,0.003568977,0.027608236,2.6869965,-0.0019903772,0.13278638,0.3232934,0.15174901485443115,4,1024,59.366959921084344,131072
287.91,4.1,2449,0.0037178055,0.032114666,2.6738856,-0.00051229337,0.2599745,0.5744513,0.19187003374099731,5,1280,79.94021747191437,163840
224.03,3.5,2457,0.004150258,0.04152425,2.670986,-0.0017263106,0.24350284,0.54387796,0.2672617435455322,6,1536,93.27717157406732,196608
203.95,3.5,2486,0.00382814,0.037017822,2.6669693,-0.0015732561,0.21151549,0.47951686,0.33559340238571167,7,1792,106.45737297297455,229376
206.92,3.4,2469,0.005152102,0.05553182,2.6542504,-0.0019072331,0.25663897,0.5701774,0.44198787212371826,8,2048,119.72883975505829,262144
144.18,3.8,2437,0.005181791,0.0635376,2.646236,-0.0011308681,0.27149436,0.5981751,0.5119386315345764,9,2304,141.7861952849198,294912
160.08,3.2,2464,0.0046453592,0.048431396,2.655562,-0.0006445779,0.26608983,0.5865801,0.5542065799236298,10,2560,155.0806421090383,327680
163.21,4.8,2469,0.008531306,0.09810384,2.6228423,0.0014983453,0.3753835,0.80022717,0.6717570126056671,11,2816,168.34956253296696,360448
129.42,3.4,2483,0.005235802,0.05448405,2.6266668,-0.0012309841,0.22216904,0.4993334,0.7087608575820923,12,3072,181.5446610050276,393216
126.94,4.1,2525,0.0072123352,0.07344564,2.6183016,-0.00020047999,0.30729747,0.6673619,0.7256239652633667,13,3328,206.2452519799117,425984
146.91,4.1,2517,0.006896617,0.06941732,2.6271827,-0.0005160103,0.24858631,0.5507482,0.7712323516607285,14,3584,219.26348667498678,458752
132.94,4.2,2480,0.006640775,0.06350708,2.6255155,-0.0012596488,0.26363775,0.5823051,0.7515944987535477,15,3840,232.473985476885,491520
135.95,4.2,2482,0.005796187,0.056325275,2.6258733,-0.00081067806,0.2595583,0.57325536,0.7749388366937637,16,4096,245.67408934002742,524288
