eplenmean,eprewmean,fps,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
65.94,9.2,5945,0.8789599910378456,1525,390400,5.51136729499558,49971200
