eplenmean,eprewmean,fps,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
133.12121212121212,5.212121,7194,0.5225774049758911,1525,390400,4.55448090104619,49971200
