eplenmean,eprewmean,fps,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
149.8148148148148,5.7777777,7102,0.35671281814575195,1525,390400,4.613737106323242,49971200
