eplenmean,eprewmean,fps,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
123.8,4.6210527,6880,0.48302459716796875,1525,390400,4.762332170968875,49971200
