eplenmean,eprewmean,fps,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
73.09,8.5,5511,0.8710808604955673,1525,390400,5.945105358958244,49971200
