eplenmean,eprewmean,fps,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
128.16666666666666,5.2555556,7214,0.5344708859920502,1525,390400,4.542266658972949,49971200
